combo_id,sexuality_content,sexuality_includes,sexual_activity_frequency,sexual_scene_duration,sexual_depiction_type,sexual_underage,suggestive_themes_description,dating_games_prominent,revealing_outfits_nudity_includes,revealing_outfits_frequency,revealing_outfits_erotic_context,revealing_outfits_out_of_place,nudity_includes,nudity_human_buttocks_frequency,nudity_nippleless_breasts_frequency,nudity_fantasy_breasts_frequency,nudity_human_breasts_with_nipples_frequency,nudity_genitalia_frequency,nudity_erotic_context,sexual_violence_presentation,summary,country,rating
357,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Female Human Breasts with Nipples', 'Genitalia']",Often,,,Often,Often,No,,Human buttocks (often) | Female human breasts with nipples (often) | Genitalia (often),North America,Adults only 18+
358,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Rarely,Rarely,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
359,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Rarely,Rarely,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
360,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Rarely,Often,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
361,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Rarely,Often,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
362,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Often,Rarely,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
363,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Often,Rarely,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely)",North America,Mature 17+
364,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Often,Often,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
365,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Rarely,Often,Often,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
366,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Rarely,Rarely,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
367,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Rarely,Rarely,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
368,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Rarely,Often,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
369,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Rarely,Often,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
370,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Often,Rarely,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
371,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Often,Rarely,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely)",North America,Mature 17+
372,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Often,Often,,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
373,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,Often,Often,Often,,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
374,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Rarely,,Rarely,Yes,,Game contains violence against humans,North America,Everyone 10+
375,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Rarely,,Rarely,No,,Game contains violence against humans,North America,Everyone 10+
376,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Rarely,,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
377,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Rarely,,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often)",North America,Adults only 18+
378,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Often,,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
379,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Often,,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely)",North America,Mature 17+
380,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Often,,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
381,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Rarely,Often,,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often)",North America,Adults only 18+
382,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Rarely,,Rarely,Yes,,Game contains violence against humans,North America,Teen
383,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Rarely,,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (rarely)",North America,Mature 17+
384,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Rarely,,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
385,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Rarely,,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often)",North America,Adults only 18+
386,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Often,,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
387,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Often,,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely)",North America,Mature 17+
388,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Often,,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
389,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Genitalia']",,Often,Often,,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often)",North America,Adults only 18+
390,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Rarely,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
391,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Rarely,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
392,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Rarely,Often,Yes,,Game contains violence against humans,North America,Teen
393,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Rarely,Often,No,,Game contains violence against humans,North America,Teen
394,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Often,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
395,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Often,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
396,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Often,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
397,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Rarely,,Often,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often) | Genitalia (often)",North America,Adults only 18+
398,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Rarely,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
399,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Rarely,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
400,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Rarely,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
401,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Rarely,Often,No,,Game contains violence against humans,North America,Teen
402,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Often,Rarely,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
403,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Often,Rarely,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
404,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Often,Often,Yes,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
405,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples', 'Genitalia']",,Often,,Often,Often,No,,"Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (often) | Genitalia (often)",North America,Adults only 18+
406,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Rarely,Rarely,Yes,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
407,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Rarely,Rarely,No,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
408,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Rarely,Often,Yes,,Game contains violence against humans,North America,Mature 17+
409,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Rarely,Often,No,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (rarely) | Genitalia (often)",North America,Adults only 18+
410,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Often,Rarely,Yes,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
411,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Often,Rarely,No,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
412,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Often,Often,Yes,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
413,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Rarely,Often,Often,No,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (often)",North America,Adults only 18+
414,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Rarely,Rarely,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
415,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Rarely,Rarely,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (rarely)",North America,Mature 17+
416,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Rarely,Often,Yes,,Game contains violence against humans,North America,Everyone 10+
417,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Rarely,Often,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Genitalia (often)",North America,Adults only 18+
418,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Often,Rarely,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
419,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Often,Rarely,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (rarely)",North America,Mature 17+
420,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Often,Often,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
421,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples', 'Genitalia']",,,Often,Often,Often,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Genitalia (often)",North America,Adults only 18+
422,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Rarely,Rarely,,Yes,,Game contains violence against humans,North America,Everyone 10+
423,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Rarely,Rarely,,No,,Game contains violence against humans,North America,Teen
424,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Rarely,Often,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
425,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Rarely,Often,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
426,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Often,Rarely,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
427,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Often,Rarely,,No,,Game contains violence against humans,North America,Teen
428,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures', 'Female Human Breasts with Nipples']",Rarely,Rarely,Often,Often,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
